Sample.IDs,scientific_name,study_title,High.level.variety,High.level.tissue,High.level.age,High.level.stress.disease,Variety,Tissue,Age,Stress.disease,Comments,DOI,Intermediate,Intermediate_Stress_merged_control,Intermediate_Stress
ERR1224560,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 2 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR305290,Triticum aestivum,ERP003465,other,spike,reproductive,disease,NIL2 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR1224561,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 2 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224562,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 3 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224563,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 3 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224564,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 3 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224565,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 5 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224566,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 5 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224567,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 5 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224568,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 7 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224569,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 7 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224570,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 7 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR305314,Triticum aestivum,ERP003465,other,spike,reproductive,disease,NIL3 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR1224571,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 9 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224572,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 9 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224573,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 9 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224574,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 11 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224575,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 11 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224576,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Vuka,leaf,three leaf stage,stripe rust pathogen 87/66 11 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224580,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,none,Avocet+Yr5,leaf,three leaf stage,control,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,No stress control,stripe rust control
ERR1224581,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,none,Avocet+Yr5,leaf,three leaf stage,control,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,No stress control,stripe rust control
ERR1224582,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,none,Avocet+Yr5,leaf,three leaf stage,control,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,No stress control,stripe rust control
ERR1224583,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Avocet+Yr5,leaf,three leaf stage,stripe rust pathogen 87/66 1 day,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR305324,Triticum aestivum,ERP003465,other,spike,reproductive,none,NIL2 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR1224584,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Avocet+Yr5,leaf,three leaf stage,stripe rust pathogen 87/66 1 day,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224585,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Avocet+Yr5,leaf,three leaf stage,stripe rust pathogen 87/66 1 day,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224586,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Avocet+Yr5,leaf,three leaf stage,stripe rust pathogen 87/66 2 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224587,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Avocet+Yr5,leaf,three leaf stage,stripe rust pathogen 87/66 2 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224588,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Avocet+Yr5,leaf,three leaf stage,stripe rust pathogen 87/66 2 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224589,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Avocet+Yr5,leaf,three leaf stage,stripe rust pathogen 87/66 3 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224590,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Avocet+Yr5,leaf,three leaf stage,stripe rust pathogen 87/66 3 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224591,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Avocet+Yr5,leaf,three leaf stage,stripe rust pathogen 87/66 3 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224592,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Avocet+Yr5,leaf,three leaf stage,stripe rust pathogen 87/66 5 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR1224593,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Avocet+Yr5,leaf,three leaf stage,stripe rust pathogen 87/66 5 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR305320,Triticum aestivum,ERP003465,other,spike,reproductive,none,NIL4 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR1224594,Triticum aestivum,ERP013983,other,leaves/shoots,vegetative,disease,Avocet+Yr5,leaf,three leaf stage,stripe rust pathogen 87/66 5 days,NA,https://doi.org/10.1186/s12864-016-2684-4,leaf excl flag leaf,stripe rust,stripe rust
ERR305329,Triticum aestivum,ERP003465,other,spike,reproductive,disease,CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
DRR003150,Triticum aestivum,DRP000768,Chinese Spring,roots,vegetative,none,Chinese Spring,roots,24 days,none,NA,doi: 10.1186/1471-2164-14-77,roots,NA,NA
ERR305330,Triticum aestivum,ERP003465,other,spike,reproductive,none,NIL1 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR305298,Triticum aestivum,ERP003465,other,spike,reproductive,none,NIL3 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR305276,Triticum aestivum,ERP003465,other,spike,reproductive,none,NIL3 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR305278,Triticum aestivum,ERP003465,other,spike,reproductive,disease,NIL4 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR305299,Triticum aestivum,ERP003465,other,spike,reproductive,disease,NIL1 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR305333,Triticum aestivum,ERP003465,other,spike,reproductive,disease,NIL1 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR305284,Triticum aestivum,ERP003465,other,spike,reproductive,none,NIL4 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR305311,Triticum aestivum,ERP003465,other,spike,reproductive,disease,NIL2 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR305325,Triticum aestivum,ERP003465,other,spike,reproductive,none,NIL3 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR305296,Triticum aestivum,ERP003465,other,spike,reproductive,none,NIL4 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
DRR003158,Triticum aestivum,DRP000768,Chinese Spring,leaves/shoots,vegetative,abiotic,Chinese Spring,shoots,24 days,Phosphorous starvation 10 days,NA,doi: 10.1186/1471-2164-14-77,vegetative aerial tissues,Phosphorous starvation 10 d shoots,Phosphorous starvation 10 d shoots
ERR305307,Triticum aestivum,ERP003465,other,spike,reproductive,none,NIL1 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR305293,Triticum aestivum,ERP003465,other,spike,reproductive,disease,NIL4 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR305312,Triticum aestivum,ERP003465,other,spike,reproductive,disease,NIL2 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR392066,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,starchy endosperm,30 dpa,none,NA,DOI: 10.1126/science.1250091,endosperm,NA,NA
ERR392068,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,whole endosperm,20 dpa,none,NA,DOI: 10.1126/science.1250091,endosperm,NA,NA
ERR392084,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,aleurone layer,20 dpa,none,NA,DOI: 10.1126/science.1250091,aleurone,NA,NA
ERR392065,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,starchy endosperm,30 dpa,none,NA,DOI: 10.1126/science.1250091,endosperm,NA,NA
ERR392070,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,transfer cells,20 dpa,none,NA,DOI: 10.1126/science.1250091,transfer cells,NA,NA
ERR392060,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,aleurone layer and starchy endosperm,30 dpa,none,NA,DOI: 10.1126/science.1250091,aleurone layer and starchy endosperm,NA,NA
ERR392073,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,whole endosperm,20 dpa,none,NA,DOI: 10.1126/science.1250091,endosperm,NA,NA
DRR003152,Triticum aestivum,DRP000768,Chinese Spring,roots,vegetative,abiotic,Chinese Spring,roots,24 days,Phosphorous starvation 10 days,NA,doi: 10.1186/1471-2164-14-77,roots,NA,NA
ERR392077,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,transfer cells,20 dpa,none,NA,DOI: 10.1126/science.1250091,transfer cells,NA,NA
ERR392071,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,aleurone layer and starchy endosperm,30 dpa,none,NA,DOI: 10.1126/science.1250091,aleurone layer and starchy endosperm,NA,NA
ERR392057,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,whole endosperm,10 dpa,none,NA,DOI: 10.1126/science.1250091,endosperm,NA,NA
ERR392080,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,aleurone layer,20 dpa,none,NA,DOI: 10.1126/science.1250091,aleurone,NA,NA
ERR392083,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,whole endosperm,20 dpa,none,NA,DOI: 10.1126/science.1250091,endosperm,NA,NA
ERR392058,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,transfer cells,20 dpa,none,NA,DOI: 10.1126/science.1250091,transfer cells,NA,NA
ERR392063,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,starchy endosperm,20 dpa,none,NA,DOI: 10.1126/science.1250091,endosperm,NA,NA
ERR392074,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,starchy endosperm,20 dpa,none,NA,DOI: 10.1126/science.1250091,endosperm,NA,NA
ERR392061,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,whole endosperm,10 dpa,none,NA,DOI: 10.1126/science.1250091,endosperm,NA,NA
ERR392072,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,whole endosperm,10 dpa,none,NA,DOI: 10.1126/science.1250091,endosperm,NA,NA
DRR003156,Triticum aestivum,DRP000768,Chinese Spring,leaves/shoots,vegetative,none,Chinese Spring,shoots,24 days,none,NA,doi: 10.1186/1471-2164-14-77,vegetative aerial tissues,No stress control,Phosphorous starvation shoots control
ERR392056,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,transfer cells,20 dpa,none,NA,DOI: 10.1126/science.1250091,transfer cells,NA,NA
ERR392064,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,whole endosperm,20 dpa,none,NA,DOI: 10.1126/science.1250091,endosperm,NA,NA
ERR392079,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,starchy endosperm,30 dpa,none,NA,DOI: 10.1126/science.1250091,endosperm,NA,NA
ERR392081,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,aleurone layer,20 dpa,none,NA,DOI: 10.1126/science.1250091,aleurone,NA,NA
ERR392078,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,aleurone layer,20 dpa,none,NA,DOI: 10.1126/science.1250091,aleurone,NA,NA
ERR392059,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,aleurone layer,20 dpa,none,NA,DOI: 10.1126/science.1250091,aleurone,NA,NA
ERR392067,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,aleurone layer and starchy endosperm,30 dpa,none,NA,DOI: 10.1126/science.1250091,aleurone layer and starchy endosperm,NA,NA
ERR392069,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,aleurone layer and starchy endosperm,30 dpa,none,NA,DOI: 10.1126/science.1250091,aleurone layer and starchy endosperm,NA,NA
ERR392082,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,aleurone layer,20 dpa,none,NA,DOI: 10.1126/science.1250091,aleurone,NA,NA
ERR392062,Triticum aestivum,ERP004505,Chinese Spring,grain,reproductive,none,Chinese Spring,starchy endosperm,30 dpa,none,NA,DOI: 10.1126/science.1250091,endosperm,NA,NA
